#training for swordplay results table
#columnorder
#D0,A0etc...
#
0.1,0.1,0.5
0.1,0.22,0
0.1,0.35,0
0.1,0.49,0
0.1,0.5,0.49
0.1,0.6,0.5
0.1,0.8,0
0.1,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.22,0.1,0.49
0.22,0.22,0.49
0.22,0.35,0.49
0.22,0.49,0.22
0.22,0.5,0.5
0.22,0.6,0.5
0.22,0.8,0.49
0.22,1.0,0
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.35,0.1,0.49
0.35,0.22,0.49
0.35,0.35,0.49
0.35,0.49,0
0.35,0.5,0.5
0.35,0.6,0.5
0.35,0.8,0.49
0.35,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.49,0.1,0.5
0.49,0.22,0.5
0.49,0.35,0.5
0.49,0.49,0.5
0.49,0.5,0.49
0.49,0.6,0.5
0.49,0.8,0.49
0.49,1.0,0.49
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.5,0.1,0.5
0.5,0.22,0.5
0.5,0.35,0.5
0.5,0.49,0.5
0.5,0.5,0
0.5,0.6,0.49
0.5,0.8,0.49
0.5,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.6,0.1,0.49
0.6,0.22,0.22
0.6,0.35,0
0.6,0.49,0.5
0.6,0.5,0.5
0.6,0.6,0
0.6,0.8,0.22
0.6,1.0,0.49
#
0.1,0.1,0.5
0.1,0.22,0
0.1,0.35,0
0.1,0.49,0
0.1,0.5,0.49
0.1,0.6,0.5
0.1,0.8,0
0.1,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.22,0.1,0.49
0.22,0.22,0.49
0.22,0.35,0.49
0.22,0.49,0.22
0.22,0.5,0.5
0.22,0.6,0.5
0.22,0.8,0.49
0.22,1.0,0
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.35,0.1,0.49
0.35,0.22,0.49
0.35,0.35,0.49
0.35,0.49,0
0.35,0.5,0.5
0.35,0.6,0.5
0.35,0.8,0.49
0.35,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.49,0.1,0.5
0.49,0.22,0.5
0.49,0.35,0.5
0.49,0.49,0.5
0.49,0.5,0.49
0.49,0.6,0.5
0.49,0.8,0.49
0.49,1.0,0.49
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.5,0.1,0.5
0.5,0.22,0.5
0.5,0.35,0.5
0.5,0.49,0.5
0.5,0.5,0
0.5,0.6,0.49
0.5,0.8,0.49
0.5,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.6,0.1,0.49
0.6,0.22,0.22
0.6,0.35,0
0.6,0.49,0.5
0.6,0.5,0.5
0.6,0.6,0
0.6,0.8,0.22
0.6,1.0,0.49
#
0.1,0.1,0.5
0.1,0.22,0
0.1,0.35,0
0.1,0.49,0
0.1,0.5,0.49
0.1,0.6,0.5
0.1,0.8,0
0.1,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.22,0.1,0.49
0.22,0.22,0.49
0.22,0.35,0.49
0.22,0.49,0.22
0.22,0.5,0.5
0.22,0.6,0.5
0.22,0.8,0.49
0.22,1.0,0
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.35,0.1,0.49
0.35,0.22,0.49
0.35,0.35,0.49
0.35,0.49,0
0.35,0.5,0.5
0.35,0.6,0.5
0.35,0.8,0.49
0.35,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.49,0.1,0.5
0.49,0.22,0.5
0.49,0.35,0.5
0.49,0.49,0.5
0.49,0.5,0.49
0.49,0.6,0.5
0.49,0.8,0.49
0.49,1.0,0.49
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.5,0.1,0.5
0.5,0.22,0.5
0.5,0.35,0.5
0.5,0.49,0.5
0.5,0.5,0
0.5,0.6,0.49
0.5,0.8,0.49
0.5,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.6,0.1,0.49
0.6,0.22,0.22
0.6,0.35,0
0.6,0.49,0.5
0.6,0.5,0.5
0.6,0.6,0
0.6,0.8,0.22
0.6,1.0,0.49
#
0.1,0.1,0.5
0.1,0.22,0
0.1,0.35,0
0.1,0.49,0
0.1,0.5,0.49
0.1,0.6,0.5
0.1,0.8,0
0.1,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.22,0.1,0.49
0.22,0.22,0.49
0.22,0.35,0.49
0.22,0.49,0.22
0.22,0.5,0.5
0.22,0.6,0.5
0.22,0.8,0.49
0.22,1.0,0
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.35,0.1,0.49
0.35,0.22,0.49
0.35,0.35,0.49
0.35,0.49,0
0.35,0.5,0.5
0.35,0.6,0.5
0.35,0.8,0.49
0.35,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.49,0.1,0.5
0.49,0.22,0.5
0.49,0.35,0.5
0.49,0.49,0.5
0.49,0.5,0.49
0.49,0.6,0.5
0.49,0.8,0.49
0.49,1.0,0.49
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.5,0.1,0.5
0.5,0.22,0.5
0.5,0.35,0.5
0.5,0.49,0.5
0.5,0.5,0
0.5,0.6,0.49
0.5,0.8,0.49
0.5,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.6,0.1,0.49
0.6,0.22,0.22
0.6,0.35,0
0.6,0.49,0.5
0.6,0.5,0.5
0.6,0.6,0
0.6,0.8,0.22
0.6,1.0,0.49
#
0.1,0.1,0.5
0.1,0.22,0
0.1,0.35,0
0.1,0.49,0
0.1,0.5,0.49
0.1,0.6,0.5
0.1,0.8,0
0.1,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.22,0.1,0.49
0.22,0.22,0.49
0.22,0.35,0.49
0.22,0.49,0.22
0.22,0.5,0.5
0.22,0.6,0.5
0.22,0.8,0.49
0.22,1.0,0
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.35,0.1,0.49
0.35,0.22,0.49
0.35,0.35,0.49
0.35,0.49,0
0.35,0.5,0.5
0.35,0.6,0.5
0.35,0.8,0.49
0.35,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.49,0.1,0.5
0.49,0.22,0.5
0.49,0.35,0.5
0.49,0.49,0.5
0.49,0.5,0.49
0.49,0.6,0.5
0.49,0.8,0.49
0.49,1.0,0.49
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.5,0.1,0.5
0.5,0.22,0.5
0.5,0.35,0.5
0.5,0.49,0.5
0.5,0.5,0
0.5,0.6,0.49
0.5,0.8,0.49
0.5,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.6,0.1,0.49
0.6,0.22,0.22
0.6,0.35,0
0.6,0.49,0.5
0.6,0.5,0.5
0.6,0.6,0
0.6,0.8,0.22
0.6,1.0,0.49
#
0.1,0.1,0.5
0.1,0.22,0
0.1,0.35,0
0.1,0.49,0
0.1,0.5,0.49
0.1,0.6,0.5
0.1,0.8,0
0.1,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.22,0.1,0.49
0.22,0.22,0.49
0.22,0.35,0.49
0.22,0.49,0.22
0.22,0.5,0.5
0.22,0.6,0.5
0.22,0.8,0.49
0.22,1.0,0
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.35,0.1,0.49
0.35,0.22,0.49
0.35,0.35,0.49
0.35,0.49,0
0.35,0.5,0.5
0.35,0.6,0.5
0.35,0.8,0.49
0.35,1.0,0.22
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.49,0.1,0.5
0.49,0.22,0.5
0.49,0.35,0.5
0.49,0.49,0.5
0.49,0.5,0.49
0.49,0.6,0.5
0.49,0.8,0.49
0.49,1.0,0.49
#
#Hitfallforward,0
#Hitfallback,0.22
#Victory,0.35
#Glance,0.49
#Miss,0.5
#
0.5,0.1,0.5
0.5,0.22,0.5
0.5,0.35,0.5
0.5,0.49,0.5
0.5,0.5,0
0.5,0.6,0.49
0.5,0.8,0.49
0.5,1.0,0.22
#
#Hitfallforward,0
